4.552082824707031250e+01,3.894879150390625000e+01,3.660299682617187500e+01,3.708267593383789062e+01,3.655937194824218750e+01,4.170108413696289062e+01,4.301282882690429688e+01,4.418484497070312500e+01,3.338973236083984375e+01,3.368310928344726562e+01,2.784593200683593750e+01,2.843797111511230469e+01,2.947616577148437500e+01,3.154245376586914062e+01,3.352577590942382812e+01,3.657616806030273438e+01,3.600534820556640625e+01,5.509271621704101562e+01,5.363772583007812500e+01,5.263639831542968750e+01,5.437684631347656250e+01,5.616144180297851562e+01,6.591912841796875000e+01,6.473046112060546875e+01,6.611313629150390625e+01,6.187665557861328125e+01,5.813035202026367188e+01,3.163613319396972656e+01,3.206250762939453125e+01,3.228997802734375000e+01,3.128937149047851562e+01,3.893100357055664062e+01,4.051452636718750000e+01,4.313192749023437500e+01,4.552848434448242188e+01,4.398879623413085938e+01,4.104470825195312500e+01,4.317991638183593750e+01,3.354469680786132812e+01,3.404642105102539062e+01,3.250281906127929688e+01,3.218989181518554688e+01,3.358063888549804688e+01,3.458808135986328125e+01,3.263282394409179688e+01,2.972692489624023438e+01,2.781196212768554688e+01,1.765269660949707031e+01,1.719168663024902344e+01,1.732914543151855469e+01,1.715800857543945312e+01,1.589706802368164062e+01,1.226196956634521484e+01,1.128063297271728516e+01,1.097459602355957031e+01,1.080584430694580078e+01,1.191583442687988281e+01,2.122587203979492188e+01,2.887963104248046875e+01
4.578514099121093750e+01,4.533975219726562500e+01,4.647270584106445312e+01,4.701667785644531250e+01,4.683675003051757812e+01,4.205256652832031250e+01,4.334282302856445312e+01,4.465811157226562500e+01,3.995344161987304688e+01,3.420330810546875000e+01,3.450147247314453125e+01,3.500370788574218750e+01,2.822464179992675781e+01,2.992510986328125000e+01,3.195455169677734375e+01,3.557288742065429688e+01,3.679098510742187500e+01,3.534655761718750000e+01,3.394484329223632812e+01,5.266454315185546875e+01,5.642767715454101562e+01,5.951376724243164062e+01,4.606776809692382812e+01,4.413744735717773438e+01,6.280465316772460938e+01,6.087126922607421875e+01,5.016164016723632812e+01,5.064196395874023438e+01,5.006226730346679688e+01,3.138928794860839844e+01,3.082759475708007812e+01,3.777381515502929688e+01,3.899098587036132812e+01,3.920741271972656250e+01,4.210680389404296875e+01,3.970760345458984375e+01,4.195632553100585938e+01,4.149142456054687500e+01,3.337230682373046875e+01,3.361475753784179688e+01,3.228856277465820312e+01,3.158479499816894531e+01,3.236757278442382812e+01,4.563777542114257812e+01,4.225970458984375000e+01,2.080367660522460938e+01,2.044325447082519531e+01,1.674053573608398438e+01,1.743137931823730469e+01,1.761332511901855469e+01,1.663394546508789062e+01,1.566301727294921875e+01,1.227569007873535156e+01,1.126141262054443359e+01,1.087340068817138672e+01,1.082692146301269531e+01,1.114376163482666016e+01,8.449555397033691406e+00,2.849018669128417969e+01
4.709023284912109375e+01,4.792565536499023438e+01,4.499795913696289062e+01,4.507030868530273438e+01,4.470438003540039062e+01,4.103724670410156250e+01,4.287281036376953125e+01,4.367132568359375000e+01,3.889234542846679688e+01,3.345223236083984375e+01,3.382994461059570312e+01,3.438755035400390625e+01,2.784262466430664062e+01,2.975744438171386719e+01,3.108667945861816406e+01,3.350650405883789062e+01,3.655565261840820312e+01,3.667842483520507812e+01,3.655664062500000000e+01,5.666864013671875000e+01,5.739937210083007812e+01,5.988835906982421875e+01,4.578621292114257812e+01,4.514809417724609375e+01,6.423465728759765625e+01,6.235762786865234375e+01,5.003989791870117188e+01,4.795954895019531250e+01,4.605008316040039062e+01,2.984789848327636719e+01,2.921758651733398438e+01,3.690434646606445312e+01,3.638146209716796875e+01,3.689712142944335938e+01,3.839006423950195312e+01,3.707375717163085938e+01,3.967715835571289062e+01,3.950102615356445312e+01,3.259217834472656250e+01,3.177452468872070312e+01,3.212297439575195312e+01,2.988106536865234375e+01,2.853578567504882812e+01,4.084112548828125000e+01,4.192933273315429688e+01,2.215705680847167969e+01,2.012113189697265625e+01,1.736595153808593750e+01,1.687357330322265625e+01,1.822278785705566406e+01,1.751000785827636719e+01,1.590295314788818359e+01,1.255028152465820312e+01,1.115696430206298828e+01,1.081651306152343750e+01,1.080507183074951172e+01,1.244489574432373047e+01,9.360414505004882812e+00,2.909712600708007812e+01
4.365547943115234375e+01,4.432070541381835938e+01,4.994496536254882812e+01,4.945512390136718750e+01,5.025418853759765625e+01,4.214337158203125000e+01,3.791313934326171875e+01,3.889077377319335938e+01,3.909063720703125000e+01,3.938606643676757812e+01,4.120384597778320312e+01,4.147442245483398438e+01,2.883296203613281250e+01,2.929831695556640625e+01,3.087933731079101562e+01,3.403626632690429688e+01,3.599558258056640625e+01,3.976461791992187500e+01,4.133938217163085938e+01,5.208862686157226562e+01,4.931954193115234375e+01,4.994148635864257812e+01,4.814670944213867188e+01,3.702327728271484375e+01,3.536177444458007812e+01,3.336950683593750000e+01,4.115740203857421875e+01,4.090049743652343750e+01,3.934138870239257812e+01,3.878424453735351562e+01,3.716717147827148438e+01,4.473058700561523438e+01,4.573005294799804688e+01,4.576722717285156250e+01,4.963546752929687500e+01,4.899855041503906250e+01,4.870005798339843750e+01,5.193090820312500000e+01,4.254544448852539062e+01,3.982813644409179688e+01,3.968161392211914062e+01,3.865351104736328125e+01,3.790444183349609375e+01,3.916176223754882812e+01,4.192450714111328125e+01,2.352920341491699219e+01,2.242629051208496094e+01,1.909518814086914062e+01,1.771134757995605469e+01,1.779984474182128906e+01,1.688114547729492188e+01,1.567368698120117188e+01,1.339563751220703125e+01,1.270182704925537109e+01,1.171575546264648438e+01,1.142698383331298828e+01,1.308606338500976562e+01,9.676025390625000000e+00,8.463021278381347656e+00
4.465288925170898438e+01,4.885165023803710938e+01,4.396762466430664062e+01,4.395799255371093750e+01,4.468619155883789062e+01,5.761057281494140625e+01,4.223200225830078125e+01,4.330360412597656250e+01,4.374378204345703125e+01,3.915682983398437500e+01,4.053387069702148438e+01,4.069687271118164062e+01,2.809715270996093750e+01,2.861680221557617188e+01,2.985657882690429688e+01,3.154943084716796875e+01,4.288577270507812500e+01,4.589427566528320312e+01,4.635869979858398438e+01,5.023649597167968750e+01,5.701441955566406250e+01,5.862797927856445312e+01,5.631211853027343750e+01,5.611471176147460938e+01,5.675432968139648438e+01,5.378908157348632812e+01,4.290851593017578125e+01,3.924611282348632812e+01,3.721358108520507812e+01,3.761824417114257812e+01,3.694762039184570312e+01,3.536542510986328125e+01,3.737925720214843750e+01,4.398069763183593750e+01,4.651052856445312500e+01,4.648244857788085938e+01,4.503898620605468750e+01,4.713055801391601562e+01,5.135951614379882812e+01,4.978447723388671875e+01,4.171019363403320312e+01,3.944876098632812500e+01,4.004664230346679688e+01,4.139227676391601562e+01,4.505323791503906250e+01,3.651893615722656250e+01,3.286589050292968750e+01,3.208921813964843750e+01,1.924516868591308594e+01,1.890536499023437500e+01,1.766975975036621094e+01,1.695064735412597656e+01,1.462233448028564453e+01,1.341518306732177734e+01,1.213745880126953125e+01,1.151711940765380859e+01,1.245751667022705078e+01,1.032319259643554688e+01,8.560561180114746094e+00
5.042711257934570312e+01,4.972313308715820312e+01,4.514524841308593750e+01,5.653343963623046875e+01,5.674522781372070312e+01,5.820331954956054688e+01,4.264732742309570312e+01,4.386521148681640625e+01,4.473868942260742188e+01,4.020549392700195312e+01,2.719771003723144531e+01,2.734891128540039062e+01,2.828114891052246094e+01,2.889160728454589844e+01,3.013380432128906250e+01,4.759611511230468750e+01,4.129913330078125000e+01,4.154236602783203125e+01,4.177448654174804688e+01,4.356896209716796875e+01,4.337314224243164062e+01,4.530865097045898438e+01,4.481134414672851562e+01,3.562931823730468750e+01,3.602594375610351562e+01,3.500956726074218750e+01,4.280947875976562500e+01,3.952097320556640625e+01,3.794155883789062500e+01,3.689344406127929688e+01,4.198773956298828125e+01,4.105814743041992188e+01,4.023747634887695312e+01,3.375026321411132812e+01,3.394445037841796875e+01,3.371820068359375000e+01,3.557031631469726562e+01,4.459586334228515625e+01,4.703770446777343750e+01,4.566120529174804688e+01,3.980424880981445312e+01,3.990813446044921875e+01,4.360195922851562500e+01,3.777244186401367188e+01,3.754485702514648438e+01,4.968943405151367188e+01,4.824238586425781250e+01,3.557974624633789062e+01,3.263764190673828125e+01,3.282044219970703125e+01,1.880216598510742188e+01,1.784134674072265625e+01,1.540172481536865234e+01,1.399971008300781250e+01,1.226936149597167969e+01,1.188981437683105469e+01,1.281321144104003906e+01,1.071384620666503906e+01,8.666950225830078125e+00
5.042186737060546875e+01,5.047832489013671875e+01,4.594746780395507812e+01,5.768727874755859375e+01,5.862576675415039062e+01,5.968552017211914062e+01,4.325537490844726562e+01,4.357793426513671875e+01,4.454270935058593750e+01,4.018258666992187500e+01,2.671767997741699219e+01,2.740992546081542969e+01,2.839909744262695312e+01,2.885686683654785156e+01,2.985424423217773438e+01,4.670195388793945312e+01,3.912369155883789062e+01,3.924911499023437500e+01,3.936208343505859375e+01,4.070850372314453125e+01,4.169699096679687500e+01,4.341576004028320312e+01,4.309738922119140625e+01,3.580387878417968750e+01,3.796408462524414062e+01,3.474695587158203125e+01,4.339554595947265625e+01,4.088761138916015625e+01,3.859997558593750000e+01,3.566172790527343750e+01,4.064249801635742188e+01,4.117264938354492188e+01,4.055990982055664062e+01,3.177072906494140625e+01,3.235449218750000000e+01,3.474423980712890625e+01,3.594697570800781250e+01,4.482619857788085938e+01,4.389321899414062500e+01,4.307095718383789062e+01,3.840705871582031250e+01,3.955535888671875000e+01,4.173139190673828125e+01,3.565874862670898438e+01,3.707402801513671875e+01,4.596471786499023438e+01,4.532081604003906250e+01,3.466881942749023438e+01,3.417955017089843750e+01,3.539581680297851562e+01,1.998923683166503906e+01,1.829289817810058594e+01,1.509360504150390625e+01,1.430595493316650391e+01,1.277951812744140625e+01,1.194171905517578125e+01,1.204561328887939453e+01,1.031040096282958984e+01,8.989116668701171875e+00
6.730950164794921875e+01,5.643572235107421875e+01,5.067553710937500000e+01,5.097574615478515625e+01,5.129646301269531250e+01,5.211880493164062500e+01,5.384302139282226562e+01,5.507953262329101562e+01,5.660007476806640625e+01,4.593507385253906250e+01,3.368356704711914062e+01,3.445963287353515625e+01,3.571675491333007812e+01,4.460246276855468750e+01,4.645058441162109375e+01,4.721275711059570312e+01,4.014035797119140625e+01,4.079033279418945312e+01,3.985852813720703125e+01,4.083127212524414062e+01,4.306702804565429688e+01,4.460703659057617188e+01,4.433723068237304688e+01,3.599367523193359375e+01,3.668233108520507812e+01,3.549136352539062500e+01,4.522001647949218750e+01,4.123391723632812500e+01,3.742930221557617188e+01,3.503421783447265625e+01,4.073072052001953125e+01,4.141346359252929688e+01,4.014399337768554688e+01,3.920230865478515625e+01,3.156504821777343750e+01,3.198610115051269531e+01,3.281417465209960938e+01,3.408476638793945312e+01,3.528040695190429688e+01,3.535654449462890625e+01,3.733229064941406250e+01,3.828300476074218750e+01,4.043811798095703125e+01,3.393738174438476562e+01,3.171210098266601562e+01,3.248595046997070312e+01,3.083404350280761719e+01,2.920882987976074219e+01,3.033718681335449219e+01,3.271918869018554688e+01,3.113230133056640625e+01,2.891149711608886719e+01,2.992963409423828125e+01,2.736071205139160156e+01,2.443402481079101562e+01,2.178306388854980469e+01,2.159776306152343750e+01,9.623097419738769531e+00,9.128658294677734375e+00
7.662155914306640625e+01,5.887302017211914062e+01,5.848382568359375000e+01,5.788564300537109375e+01,5.814426422119140625e+01,5.882692718505859375e+01,5.474360275268554688e+01,5.479785919189453125e+01,4.047088623046875000e+01,4.215163803100585938e+01,4.330005645751953125e+01,4.435826492309570312e+01,4.584199905395507812e+01,4.816053771972656250e+01,4.981707382202148438e+01,5.057474899291992188e+01,5.080440521240234375e+01,4.615637207031250000e+01,4.584819030761718750e+01,4.663551330566406250e+01,5.061277008056640625e+01,5.224444961547851562e+01,5.092308044433593750e+01,5.881693267822265625e+01,5.854459762573242188e+01,5.796078109741210938e+01,5.432298278808593750e+01,4.339272308349609375e+01,3.974004745483398438e+01,3.704000473022460938e+01,4.353318023681640625e+01,4.246847915649414062e+01,4.321552658081054688e+01,3.406096267700195312e+01,3.238415527343750000e+01,3.385425186157226562e+01,3.554272842407226562e+01,3.683602523803710938e+01,3.507382583618164062e+01,3.573919677734375000e+01,3.702337265014648438e+01,2.980465507507324219e+01,2.987244415283203125e+01,3.014352798461914062e+01,2.978054618835449219e+01,2.803284835815429688e+01,2.671120262145996094e+01,3.726087951660156250e+01,3.952606201171875000e+01,4.432574844360351562e+01,3.352848815917968750e+01,3.187488555908203125e+01,3.283467864990234375e+01,2.931611824035644531e+01,1.467012882232666016e+01,1.377271842956542969e+01,1.389777946472167969e+01,1.142698574066162109e+01,1.014839839935302734e+01
7.965596771240234375e+01,6.217057418823242188e+01,6.144402313232421875e+01,5.988820648193359375e+01,5.958141708374023438e+01,5.979236602783203125e+01,5.568827819824218750e+01,5.507854461669921875e+01,4.066788864135742188e+01,4.205327224731445312e+01,4.359167861938476562e+01,4.394300460815429688e+01,4.608160781860351562e+01,4.860356521606445312e+01,4.975078964233398438e+01,5.125051879882812500e+01,5.279402923583984375e+01,4.905676269531250000e+01,4.959025573730468750e+01,5.116397857666015625e+01,5.495438003540039062e+01,5.818404388427734375e+01,5.770812606811523438e+01,6.460173034667968750e+01,6.261879730224609375e+01,5.854416275024414062e+01,5.620559310913085938e+01,4.470122909545898438e+01,4.052847671508789062e+01,3.847288513183593750e+01,4.651192474365234375e+01,4.279628372192382812e+01,4.210737609863281250e+01,3.418555831909179688e+01,3.354483795166015625e+01,3.487053680419921875e+01,3.606968307495117188e+01,3.718672943115234375e+01,3.471436691284179688e+01,3.415156936645507812e+01,3.597380447387695312e+01,2.872071266174316406e+01,2.857170104980468750e+01,2.874412536621093750e+01,2.635410308837890625e+01,2.725497245788574219e+01,2.950293159484863281e+01,4.329916763305664062e+01,4.575648117065429688e+01,4.656959533691406250e+01,3.145217514038085938e+01,3.090114974975585938e+01,3.032449150085449219e+01,2.881010818481445312e+01,1.572222900390625000e+01,1.381584739685058594e+01,1.331877899169921875e+01,1.091822719573974609e+01,1.044185829162597656e+01
